Aquarius,Aquarius,"Pate, Jonas_>, <Person id:0956910[http] name:_Zinberg, Michael_>, <Person id:0000750[http] name:_Amiel, Jon_>, <Person id:1879589[http] name:_McCormick, Nelson_>, <Person id:0124079[http] name:_Busfield, Timothy"
Arabian Nights,Il fiore delle mille e una notte,"Pasolini, Pier Paolo"
Arabian Nights: Volume 1 - The Restless One,"As Mil e Uma Noites: Volume 1, O Inquieto","Gomes, Miguel"
Arabian Nights: Volume 2 - The Desolate One,"As Mil e Uma Noites: Volume 2, O Desolado","Gomes, Miguel"
Arabian Nights: Volume 3 - The Enchanted One,"As Mil e Uma Noites: Volume 3, O Encantado","Gomes, Miguel"
Arachnophobia,Arachnophobia,"Marshall, Frank"
Ararat,Ararat,"Egoyan, Atom"
Arbitrage,Arbitrage,"Jarecki, Nicholas"
Archipelago,Archipelago,"Hogg, Joanna"
Architects of Denial,Architects of Denial,"George, David Lee"
Arctic Tale,Arctic Tale,"Ravetch, Adam_>, <Person id:1557312[http] name:_Robertson, Sarah"
Are We Done Yet?,Are We Done Yet?,"Carr, Steve"
Are We There Yet?,Are We There Yet?,"Levant, Brian"
Argentina,Zonda: folclore argentino,"Saura, Carlos"
Argento's Dracula 3D,Dracula 3D,"Argento, Dario"
Argo,Argo,"Affleck, Ben"
Arguing the World,Arguing the World,"Dorman, Joseph"
Arise from Darkness,Arise from Darkness,"Raza, La_>, <Person id:2759933[http] name:_Laoutides, Zachary_>, <Person id:6160732[http] name:_León, Mónica Esmeralda"
Arlington Road,Arlington Road,"Pellington, Mark"
Armaan,Armaan,"Irani, Honey"
Armadillo,Armadillo,"Metz, Janus"
Armageddon,Armageddon,"Bay, Michael"
Armed and Dangerous,Armed and Dangerous,"Lester, Mark L."
Armored,Armored,"Antal, Nimród"
Army of Crime,L'armée du crime,"Guédiguian, Robert"
Army of Darkness,Army of Darkness,"Raimi, Sam"
Army of Shadows,L'armée des ombres,"Melville, Jean-Pierre"
Around a Small Mountain,36 vues du Pic Saint Loup,"Rivette, Jacques"
Around June,Around June,"Savoca, James"
Around the Bend,Around the Bend,"Roberts, Jordan"
Around the World in 80 Days,Around the World in 80 Days,"Coraci, Frank"
Arranged,Arranged,"Crespo, Diane_>, <Person id:1516290[http] name:_Schaefer, Stefan C."
Arrival,Arrival,"Villeneuve, Denis"
Art & Copy,Art & Copy,"Pray, Doug"
Art and Craft,Art and Craft,"Cullman, Sam_>, <Person id:1639506[http] name:_Grausman, Jennifer_>, <Person id:0065521[http] name:_Becker, Mark"
Art Is... The Permanent Revolution,Art Is... The Permanent Revolution,"Kirchheimer, Manfred"
Art School Confidential,Art School Confidential,"Zwigoff, Terry"
Artemisia,Artemisia,"Merlet, Agnès"
Arthur,Arthur,"Bailey, Greg"
Arthur 2: On the Rocks,Arthur 2: On the Rocks,"Yorkin, Bud"
Arthur and the Invisibles,Arthur et les Minimoys,"Besson, Luc"
Arthur Christmas,Arthur Christmas,"Smith, Sarah_>, <Person id:0176905[http] name:_Cook, Barry"
Arthur Newman,Arthur Newman,"Ariola, Dante"
Article 99,Article 99,"Deutch, Howard"
Artie Lange's Beer League,Beer League,"Sebastiano, Frank"
Artificial Intelligence: AI,Artificial Intelligence: AI,"Spielberg, Steven"
"As Above, So Below","As Above, So Below","Dowdle, John Erick"
As Good As Dead,As Good as Dead,"Mossek, Jonathan"
As Good as it Gets,As Good as It Gets,"Brooks, James L."
As I Lay Dying,As I Lay Dying,"Franco, James"
As I Open My Eyes,À peine j'ouvre les yeux,"Bouzid, Leyla"
As It Is In Heaven,Så som i himmelen,"Pollak, Kay"
As Tears Go By,Wang Jiao ka men,"Wong, Kar-Wai"
Asa Nu Maan Watna Da,Asa Nu Maan Watna Da: In Search of Our Roots,"Singh, Manmohan"
Asambhav,Asambhav,"Rai, Rajiv"
Ashes of Time Redux,Dung che sai duk,"Wong, Kar-Wai"
Ask the Dust,Ask the Dust,"Towne, Robert"
Asoka,Asoka,"Sivan, Santosh"
Aspen Extreme,Aspen Extreme,"Hasburgh, Patrick"
Assassination,Amsal,"Choi, Dong-hoon"
Assassination Tango,Assassination Tango,"Duvall, Robert"
Assassins,Assassins,"Donner, Richard"
Assassin's Creed,Assassin's Creed,"Kurzel, Justin"
Assault On Precinct 13,Assault on Precinct 13,"Richet, Jean-François"
Assaulted: Civil Rights Under Fire,Assaulted: Civil Rights Under Fire,"Koenig, Kris"
Assisted Living,,
Ast‚rix et Ob‚lix contre C‚sar,Astérix et Obélix contre César,"Molas, Frédéric"
Astoria,Astoria,"Efteriades, Nick"
Astro Boy,Astro Boy,"Bowers, David"
Asura: The City of Madness,Asura,"Kim, Sung-su"
Asylum,Asylum,"Mackenzie, David"
At Any Price,At Any Price,"Bahrani, Ramin"
At Berkeley,At Berkeley,"Wiseman, Frederick"
At First Sight,At First Sight,"Winkler, Irwin"
At Last,At Last,"Anton, Tom"
At Middleton,At Middleton,"Rodgers, Adam"
Atithi Tum Kab Jaoge?,Atithi Tum Kab Jaoge?,"Dhir, Ashwani"
ATL,ATL,"Robinson, Chris"
Atlantis: The Lost Empire,Atlantis: The Lost Empire,"Trousdale, Gary_>, <Person id:0936374[http] name:_Wise, Kirk"
Atlas Shrugged: Part 1,,
Atlas Shrugged: Part II,Atlas Shrugged II: The Strike,"Putch, John"
Atlas Shrugged: Who Is John Galt?,Atlas Shrugged: Part III,"Manera, James"
ATM,ATM,"Brooks, David"
Atomic Blonde,Atomic Blonde,"Leitch, David"
Atonement,Atonement,"Wright, Joe"
Attack on Titan: Part 2,Shingeki no kyojin endo obu za wârudo,"Higuchi, Shinji"
Attack the Block,Attack the Block,"Cornish, Joe"
Attenberg,Attenberg,"Tsangari, Athina Rachel"
Attention On Tourne!,State and Main,"Mamet, David"
Audition,Ôdishon,"Miike, Takashi"
Auggie Rose,Auggie Rose,"Tabak, Matthew"
August,August,"Chick, Austin"
August Evening,August Evening,"Eska, Chris"
August Rush,August Rush,"Sheridan, Kirsten"
August: Osage County,August: Osage County,"Wells, John"
Augustine,Augustine,"Winocour, Alice"
Aurora,Singularity,"Kouba, Robert"
Aurora Borealis,Aurora Borealis,"Burke, James C.E."
Austenland,Austenland,"Hess, Jerusha"
Austin Powers in Goldmember,Austin Powers in Goldmember,"Roach, Jay"
Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,"Roach, Jay"
Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,"Roach, Jay"
Australia,Australia,"Luhrmann, Baz"
Author! Author!,Author! Author!,"Hiller, Arthur"
Author: The JT LeRoy Story,Author: The JT LeRoy Story,"Feuerzeig, Jeff"
Auto Focus,Auto Focus,"Schrader, Paul"
Auto Shop of Horrors,Auto Shop of Horrors,"Berggoetz, Glenn_>, <Person id:2975244[http] name:_Gallagher, Tim"
Autobiografia lui Nicolae Ceausescu,Autobiografia lui Nicolae Ceausescu,"Ujica, Andrei"
Autumn in New York,Autumn in New York,"Chen, Joan"
Autumn Spring,Babí léto,"Michálek, Vladimír"
Autumn Tale,Conte d'automne,"Rohmer, Éric"
Avalon,Avalon,"Levinson, Barry"
Avatar,Avatar,"Cameron, James"
Avengers: Age of Ultron,Avengers: Age of Ultron,"Whedon, Joss"
Avenging Angel,Avenging Angel,"Sr., David S. Cass"
Avenue Montaigne,Fauteuils d'orchestre,"Thompson, Danièle"
AVP: Alien Vs. Predator,AVP: Alien vs. Predator,"Anderson, Paul W.S."
Awake,Awake,"Harold, Joby"
Awake: The Life of Yogananda,Awake: The Life of Yogananda,"di Florio, Paola_>, <Person id:0498658[http] name:_Leeman, Lisa"
Awakenings,Awakenings,"Marshall, Penny"
Away From Her,Away from Her,"Polley, Sarah"
Away We Go,Away We Go,"Mendes, Sam"
Awesome: I F%!#in' Shot That,Awesome; I Fuckin' Shot That!,"Yauch, Adam"
Axe Giant: The Wrath of Paul Bunyan,Axe Giant: The Wrath of Paul Bunyan,"Jones, Gary"
Ayn Rand: A Sense of Life,Ayn Rand: A Sense of Life,"Paxton, Michael"
Ayurveda: Art of Being,Ayurveda: Art of Being,"Nalin, Pan"
Azumi,Azumi,"Kitamura, Ryûhei"
B*A*P*S,B*A*P*S,"Townsend, Robert"
B. Monkey,B. Monkey,"Radford, Michael"
Baadasssss!,How to Get the Man's Foot Outta Your Ass,"Van Peebles, Mario"
Baadshah,Baadshah,"Burmawalla, Abbas Alibhai_>, <Person id:0122217[http] name:_Burmawalla, Mastan Alibhai"
Baaghi,Baaghi,"Khan, Sabir"
Baahubali 2: The Conclusion,Bahubali 2: The Conclusion,"Rajamouli, S.S."
Baahubali: The Beginning,Bahubali: The Beginning,"Rajamouli, S.S."
Baar Baar Dekho,Baar Baar Dekho,"Mehra, Nitya"
Babar: King of the Elephants,Babar: King of the Elephants,"Jafelice, Raymond"
Bab'Aziz - The Prince That Contemplated His Soul,Bab'Aziz,"Khemir, Nacer"
Babe,Babe,"Noonan, Chris"
Babe: Pig in the City,Babe: Pig in the City,"Miller, George"
Babel,Babel,"Iñárritu, Alejandro González"
Babies,Bébé(s),"Balmès, Thomas"
Baby Boom,Baby Boom,"Shyer, Charles"
Baby Boy,Baby Boy,"Singleton, John"
Baby Driver,Baby Driver,"Wright, Edgar"
Baby Geniuses,Baby Geniuses,"Clark, Bob"
Baby It's You,Baby It's You,"Sayles, John"
Baby Mama,Baby Mama,"McCullers, Michael"
Baby: Secret of the Lost Legend,Baby: Secret of the Lost Legend,"Norton, Bill"
Babylon A.D.,Babylon A.D.,"Kassovitz, Mathieu"
Baby's Day Out,Baby's Day Out,"Johnson, Patrick Read"
Bachelor Party,Bachelor Party,"Israel, Neal"
Bachelorette,Bachelorette,"Headland, Leslye"
Bachna Ae Haseeno,Bachna Ae Haseeno,"Anand, Siddharth"
Back Door Channels,Back Door Channels: The Price of Peace,"Hunkele, Harry"
Back in Time,Back in Time,"Aron, Jason"
Back to 1942,Yi jiu si er,"Feng, Xiaogang"
Back to School,Back to School,"Metter, Alan"
Back to the Future,Back to the Future,"Zemeckis, Robert"
Back to the Future Part II,Back to the Future Part II,"Zemeckis, Robert"
Back to the Future Part III,Back to the Future Part III,"Zemeckis, Robert"
Backdraft,Backdraft,"Howard, Ron"
Backseat,Backseat,"McKay, Adam"
Backstage,Backstage,"X., Director_>, <Person id:1284464[http] name:_Sonoda, Warren P._>, <Person id:0044524[http] name:_Azzopardi, Mario_>, <Person id:4207591[http] name:_Thorne, Randall_>, <Person id:7510412[http] name:_Morgan, Wendy_>, <Person id:1770796[http] name:_Azzopardi, Lara"
Backwards,Backwards,"Hickernell, Ben"
Bad Boys,Bad Boys,"Bay, Michael"
Bad Boys II,Bad Boys II,"Bay, Michael"
Bad Company,The Last House on the Left,"Craven, Wes"
Bad Dreams,Bad Dreams,"Fleming, Andrew"
Bad Education,Bad Education,"Hegarty, Elliot_>, <Person id:0298176[http] name:_Fuller, Ben Gosling_>, <Person id:2667446[http] name:_Campbell, Al"
Bad Girls,Bad Girls,"Moody, Laurence_>, <Person id:0011225[http] name:_Adams, Mike_>, <Person id:1317262[http] name:_O'Hanlon, Jim_>, <Person id:1425385[http] name:_Loach, Jim_>, <Person id:0425389[http] name:_Johnson, Jo_>, <Person id:1293104[http] name:_Kneeshaw, Lance_>, <Person id:0665840[http] name:_Patrick, Diana_>, <Person id:1310207[http] name:_Holroyd, David_>, <Person id:0266390[http] name:_Fallis, Brett_>, <Person id:0703745[http] name:_Quinn, A.J._>, <Person id:0391905[http] name:_Holmes, Julian_>, <Person id:0512647[http] name:_Lines, Craig_>, <Person id:1471376[http] name:_Edwards, Julie_>, <Person id:0235196[http] name:_Douglas, Nigel_>, <Person id:0924880[http] name:_White, Ian_>, <Person id:1237416[http] name:_Clarkson, S.J._>, <Person id:0816090[http] name:_Southcombe, Barnaby_>, <Person id:0187128[http] name:_Crean, David_>, <Person id:0461628[http] name:_Knox, Ian"
Bad Influence,Bad Influence,"Hanson, Curtis"
Bad Lieutenant: Port of Call New Orleans,The Bad Lieutenant: Port of Call - New Orleans,"Herzog, Werner"
Bad Lucky Goat,Bad Lucky Goat,"Oliveros, Samir"
Bad Medicine,Bad Medicine,"Miller, Harvey"
Bad Milo,Bad Milo!,"Vaughan, Jacob"
Bad Moms,Bad Moms,"Lucas, Jon_>, <Person id:0601859[http] name:_Moore, Scott"
Bad Moon,Bad Moon,"Red, Eric"
Bad Santa,Bad Santa,"Zwigoff, Terry"
Bad Santa 2,Bad Santa 2,"Waters, Mark"
Bad Teacher,Bad Teacher,"Kasdan, Jake"
Bad Words,Bad Words,"Bateman, Jason"
Badland,Badland,"Lucente, Francesco"
Badlapur,Badlapur,"Raghavan, Sriram"
Badrinath Ki Dulhania,Badrinath Ki Dulhania,"Khaitan, Shashank"
Baggage Claim,Baggage Claim,"Talbert, David E."
Baghban,Baghban,"Chopra, Ravi"
Baghead,Baghead,"Duplass, Jay_>, <Person id:0243233[http] name:_Duplass, Mark"
Bait,Bait,"Rendall, Kimble"
Bajirao Mastani,Bajirao Mastani,"Bhansali, Sanjay Leela"
Bajrangi Bhaijaan,Bajrangi Bhaijaan,"Khan, Kabir"
Ballast,Ballast,"Hammer, Lance"
Ballerina,Ballerina,"Summer, Eric_>, <Person id:2908199[http] name:_Warin, Éric_>, <Person id:0562775[http] name:_Maynard, Mimi_>, <Person id:0896139[http] name:_Victor-Lifton, Paulette"
Ballet 422,Ballet 422,"Lipes, Jody Lee"
Ballets Russes,Ballets Russes,"Geller, Daniel_>, <Person id:0325603[http] name:_Goldfine, Dayna"
Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,"Kaosayananda, Wych"
Ballplayer: Pelotero,Pelotero,"Finkel, Ross_>, <Person id:4264958[http] name:_Martin, Trevor_>, <Person id:3151327[http] name:_Paley, Jon"
Balls of Fury,Balls of Fury,"Garant, Robert Ben"
Balthazar,Au hasard Balthazar,"Bresson, Robert"
Balto,Balto,"Wells, Simon"
Balzac and the Little Chinese Seamstress,Xiao cai feng,"Dai, Sijie"
Bamako,Bamako,"Sissako, Abderrahmane"
Bambi,Bambi,"Algar, James_>, <Person id:0035899[http] name:_Armstrong, Samuel_>, <Person id:0359457[http] name:_Hand, David_>, <Person id:0373871[http] name:_Heid, Graham_>, <Person id:0730860[http] name:_Roberts, Bill_>, <Person id:0766402[http] name:_Satterfield, Paul_>, <Person id:0942687[http] name:_Wright, Norman"
Bamboozled,Bamboozled,"Lee, Spike"
Band Aid,Band Aid,"Lister-Jones, Zoe"
Band of Outsiders,Bande à part,"Godard, Jean-Luc"
Band of Robbers,Band of Robbers,"Nee, Aaron_>, <Person id:1519639[http] name:_Nee, Adam"
Band of the Hand,Band of the Hand,"Glaser, Paul Michael"
Bandit Queen,Bandit Queen,"Kapur, Shekhar"
Bandits,Bandits,"Levinson, Barry"
Bandslam,Bandslam,"Graff, Todd"
Bang Bang,Bang Bang,"Anand, Siddharth"
Bang Rajan,Bangrajan,"Jitnukul, Tanit"
Bang! The Bert Berns Story,Bang! The Bert Berns Story,"Berns, Brett_>, <Person id:0004247[http] name:_Sarles, Bob"
Bangistan,Bangistan,"Anshuman, Karan"
Bangkok Dangerous,Bangkok Dangerous,"Pang, Danny_>, <Person id:0161152[http] name:_Pang, Oxide Chun"
Banjo,Banjo,"Jadhav, Ravi"
Banksy Does New York,Banksy Does New York,"Moukarbel, Chris"
Baptists At Our Barbecue,Baptists at Our Barbecue,"Vuissa, Christian"
Bar Girls,Bar Girls,"Giovanni, Marita"
Baran,Baran,"Majidi, Majid"
Barb Wire,Barb Wire,"Hogan, David"
Barbecue,Barbecue,"Salleh, Matthew"
Barbershop,Barbershop,"Story, Tim"
Barbershop 2: Back in Business,Barbershop 2: Back in Business,"Sullivan, Kevin Rodney"
Barbershop: The Next Cut,Barbershop: The Next Cut,"Lee, Malcolm D."
Barefoot,Barefoot,"Fleming, Andrew"
Barely Lethal,Barely Lethal,"Newman, Kyle"
Barenaked in America,Barenaked in America,"Priestley, Jason"
Barfi,Barfi,Shekar
Barney's Great Adventure,Barney's Great Adventure,"Gomer, Steve"
Barney's Version,Barney's Version,"Lewis, Richard J."
Barnyard,Barnyard,"Oedekerk, Steve"
Bart Got a Room,Bart Got a Room,"Hecker, Brian"
Bartleby,Bartleby,"Parker, Jonathan"
BASEketball,BASEketball,"Zucker, David"
Basic,Basic,"McTiernan, John"
Basic Instinct,Basic Instinct,"Verhoeven, Paul"
Basic Instinct 2,Basic Instinct 2,"Caton-Jones, Michael"
Basquiat,Basquiat,"Schnabel, Julian"
Bat*21,Bat*21,"Markle, Peter"
Batkid Begins,Batkid Begins,"Nachman, Dana"
Batman,Batman,"Burton, Tim"
Batman & Robin,Batman & Robin,"Schumacher, Joel"
Batman Begins,Batman Begins,"Nolan, Christopher"
Batman Forever,Batman Forever,"Schumacher, Joel"
Batman Returns,Batman Returns,"Burton, Tim"
Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,"Snyder, Zack"
Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,"Radomski, Eric_>, <Person id:0863622[http] name:_Timm, Bruce_>, <Person id:0022828[http] name:_Altieri, Kevin_>, <Person id:0456631[http] name:_Kirkland, Boyd_>, <Person id:0667469[http] name:_Paur, Frank_>, <Person id:0722713[http] name:_Riba, Dan"
Batman: The Killing Joke,Batman: The Killing Joke,"Liu, Sam"
Bats,Bats,"Morneau, Louis"
Battle for Brooklyn,Battle for Brooklyn,"Galinsky, Michael_>, <Person id:0370346[http] name:_Hawley, Suki"
Battle for Haditha,Battle for Haditha,"Broomfield, Nick"
Battle for Terra,Terra,"Tsirbas, Aristomenis"
Battle in Heaven,Batalla en el cielo,"Reygadas, Carlos"
Battle in Seattle,Battle in Seattle,"Townsend, Stuart"
Battle of Memories,Ji yi da shi,"Chen, Leste"
Battle of the Brides,Cô dâu dai chien,"Vu, Victor"
Battle of the Sexes,Battle of the Sexes,"Dayton, Jonathan_>, <Person id:0267512[http] name:_Faris, Valerie"
Battle of the Year 3D,Battle of the Year,"Lee, Benson"
Battle: Los Angeles,Battle Los Angeles,"Liebesman, Jonathan"
Battlefield Earth,Battlefield Earth,"Christian, Roger"
Battleship,Battleship,"Berg, Peter"
Battleship Potemkin ,Bronenosets Potemkin,"Eisenstein, Sergei M."
Bay of Angels,La baie des anges,"Demy, Jacques"
Baywatch,Baywatch,"Gordon, Seth"
Bbuddah: Hoga Tera Baap,Bbuddah... Hoga Terra Baap,"Jagannadh, Puri"
Be Cool,Be Cool,"Gray, F. Gary"
Be Here to Love Me: A Film About Townes Van Zandt,Be Here to Love Me: A Film About Townes Van Zandt,"Brown, Margaret"
Be Kind Rewind,Be Kind Rewind,"Gondry, Michel"
Be With Me,Be with Me,"Khoo, Eric"
Beach Rats,Beach Rats,"Hittman, Eliza"
Beaches,Beaches,"Marshall, Garry"
Bean,Bean,"Smith, Mel"
Bear Cub,Cachorro,"Albaladejo, Miguel"
BearCity,BearCity,"Langway, Douglas"
Bears,Brother Bear,"Blaise, Aaron_>, <Person id:1074107[http] name:_Walker, Robert"
Beastly,Beastly,"Barnz, Daniel"
Beasts of No Nation,Beasts of No Nation,"Fukunaga, Cary"
Beasts of the Southern Wild,Beasts of the Southern Wild,"Zeitlin, Benh"
Beat Street,Beat Street,"Lathan, Stan"
Beatriz at Dinner,Beatriz at Dinner,"Arteta, Miguel"
"Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Rapaport, Michael"
Beau Travail,Beau travail,"Denis, Claire"
Beaufort,Beaufort,"Cedar, Joseph"
Beaumarchais the Scoundrel,Beaumarchais l'insolent,"Molinaro, Édouard"
Beautiful,The Bold and the Beautiful,"Stich, Michael_>, <Person id:0446334[http] name:_Kelly, Deveney_>, <Person id:0691540[http] name:_Popp, Cynthia J._>, <Person id:2311409[http] name:_Howard, Jennifer_>, <Person id:0789479[http] name:_Shaughnessy, David_>, <Person id:0952212[http] name:_Zak, John C._>, <Person id:2463068[http] name:_Guarnaccia, Phyllis_>, <Person id:0248549[http] name:_Eckels, Nancy_>, <Person id:0322503[http] name:_Glenn, Bill_>, <Person id:0281224[http] name:_Flannery, Susan_>, <Person id:0483648[http] name:_Lamont, Dean_>, <Person id:1598121[http] name:_Pascarelli, Anthony_>, <Person id:0005496[http] name:_Tom, Heather_>, <Person id:1260747[http] name:_Hodill, Jennifer_>, <Person id:0781416[http] name:_Sedwick, Catherine_>, <Person id:0920522[http] name:_Welsh, Bob_>, <Person id:0193506[http] name:_Curtis, Shelley_>, <Person id:0438216[http] name:_Kaplan, Clyde_>, <Person id:1657743[http] name:_Kasprzyk, Casey_>, <Person id:0228134[http] name:_DiPirro, Richard Brian_>, <Person id:0781418[http] name:_Sedwick, John_>, <Person id:0287912[http] name:_Foster, Kathryn_>, <Person id:0232206[http] name:_Donatelli, Gary"
Beautiful Accident,Mei hao de yi wai,"Ho, Wi Ding"
Beautiful Boxer,Beautiful Boxer,"Uekrongtham, Ekachai"
Beautiful Boy,Beautiful Boy,"van Groeningen, Felix"
Beautiful Creatures,Beautiful Creatures,"LaGravenese, Richard"
Beautiful Creatures ,Beautiful Creatures,"LaGravenese, Richard"
Beautiful Darling,Beautiful Darling,"Rasin, James"
Beautiful Girls,Beautiful Girls,"Demme, Ted"
Beautiful Losers,Beautiful Losers,"Rose, Aaron_>, <Person id:0502671[http] name:_Leonard, Joshua"
Beautiful People,Tart,"Wayne, Christina"
Beautiful Thing,Beautiful Thing,"Macdonald, Hettie"
Beauty,Bella,"Monteverde, Alejandro"
Beauty and the Beast,Beauty and the Beast,"Condon, Bill"
Beauty and the Beast (IMAX),Beauty and the Beast,"Condon, Bill"
Beauty in Trouble,Kráska v nesnázích,"Hrebejk, Jan"
Beauty Shop,Beauty Shop,"Woodruff, Bille"
Beavis and Butt-Head Do America,Beavis and Butt-Head Do America,"Judge, Mike_>, <Person id:0221133[http] name:_de Seve, Mike_>, <Person id:0438394[http] name:_Kaplan, Yvette_>, <Person id:1301264[http] name:_Mulroney, Brian"
Because I Said So,Because I Said So,"Lehmann, Michael"
Because Of Gr cia,Because Of Grácia,"Simes, Tom"
Because of Winn-Dixie,Because of Winn-Dixie,"Wang, Wayne"
Becket,Becket,"Glenville, Peter"
Becoming Jane,Becoming Jane,"Jarrold, Julian"
Becoming Traviata,Traviata et nous,"Béziat, Philippe"
Bed of Roses,Bed of Roses,"Goldenberg, Michael"
Bedazzled,Bedazzled,"Ramis, Harold"
Bedrooms and Hallways,Bedrooms and Hallways,"Troche, Rose"
Bedtime Stories,Bedtime Stories,"Shankman, Adam"
Bee Movie,Bee Movie,"Smith, Simon J._>, <Person id:9054338[http] name:_Hickner, Steve"
Bee Season,Bee Season,"McGehee, Scott_>, <Person id:0796915[http] name:_Siegel, David"
Beeba Boys,Beeba Boys,"Mehta, Deepa"
Beefcake,Beefcake,"Fitzgerald, Thom"
Been Rich All My Life,Been Rich All My Life,"MacDonald, Heather"
Beer for My Horses,Beer for My Horses,"Salomon, Michael"
Beerfest,Beerfest,"Chandrasekhar, Jay"
Beeswax,Beeswax,"Bujalski, Andrew"
Beethoven,Beethoven,"Levant, Brian"
Beethoven's 2nd,Beethoven's 2nd,"Daniel, Rod"
Beetle Juice,Beetlejuice,"Burton, Tim"
Beetle Queen Conquers Tokyo,Beetle Queen Conquers Tokyo,"Oreck, Jessica"
Before and After,Before and After,"Schroeder, Barbet"
Before I Disappear,Before I Disappear,"Christensen, Shawn"
Before I Fall,Before I Fall,"Russo-Young, Ry"
Before I Forget,Avant que j'oublie,"Nolot, Jacques"
Before I Go to Sleep,Before I Go to Sleep,"Joffe, Rowan"
Before Midnight,Before Midnight,"Linklater, Richard"
Before Night Falls,Before Night Falls,"Schnabel, Julian"
Before Sunrise,Before Sunrise,"Linklater, Richard"
Before Sunset,Before Sunset,"Linklater, Richard"
Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,"Lumet, Sidney"
Before the Fall,Napola - Elite für den Führer,"Gansel, Dennis"
Before the Rain,Before the Rain,"Manchevski, Milcho"
Before the Rains,Before the Rains,"Sivan, Santosh"
Before We Go,Before We Go,"Evans, Chris"
Begin Again,Begin Again,"Carney, John"
Beginners,Beginners,"Mills, Mike"
Beginning of the Great Revival,Jian dang wei ye,"Han, Sanping_>, <Person id:0399003[http] name:_Huang, Jianxin"
Behind Enemy Lines,Behind Enemy Lines,"Moore, John"
Behind the Burly Q,Behind the Burly Q,"Zemeckis, Leslie"
Behind the Mask: The Rise of Leslie Vernon,Behind the Mask: The Rise of Leslie Vernon,"Glosserman, Scott"
Behind the Sun,The Badge,"Henson, Robby"
Behind the White Glasses,Dietro gli occhiali bianchi,"Ruiz, Valerio"
Beijing Bicycle,Shiqi sui de dan che,"Wang, Xiaoshuai"
Being 17,Quand on a 17 ans,"Téchiné, André"
Being Charlie,Being Charlie,"Reiner, Rob"
Being Cyrus,Being Cyrus,"Adajania, Homi"
Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,"Marks, Constance"
Being Flynn,Being Flynn,"Weitz, Paul"
Being John Malkovich,Being John Malkovich,"Jonze, Spike"
Being Julia,Being Julia,"Szabó, István"
Bel Ami,Bel Ami,"Donnellan, Declan_>, <Person id:3078168[http] name:_Ormerod, Nick"
Bel Borba Aqui,Bel Borba Aqui,"Sun, Burt_>, <Person id:4739770[http] name:_Costantini, Andre"
Believe,Believe,"Hill, Sam"
Believe in Me,Believe in Me,"Collector, Robert"
Believe Me,Believe Me,"Bakke, Will"
Belizaire the Cajun,Belizaire the Cajun,"Pitre, Glen"
Bella,Bella,"Monteverde, Alejandro"
Belle,Belle,"Asante, Amma"
Belle de Jour,Secret Diary of a Call Girl,"Demange, Yann_>, <Person id:0876448[http] name:_Tully, Susan_>, <Person id:0528001[http] name:_Lydon, Peter_>, <Person id:1287855[http] name:_Macdonald, Fraser_>, <Person id:2787176[http] name:_Harris, Owen_>, <Person id:1743350[http] name:_Moo-Young, China_>, <Person id:2403495[http] name:_Donovan, Samuel_>, <Person id:3421685[http] name:_Lopez, Alex Garcia_>, <Person id:3408764[http] name:_Yip, Wayne"
Belle Toujours,Belle toujours,"de Oliveira, Manoel"
Bellflower,Bellflower,"Glodell, Evan"
Belly,Belly,"Williams, Hype"
Beloved,Beloved,"Demme, Jonathan"
Beloved Sisters,Die geliebten Schwestern,"Graf, Dominik"
Below,Below,"Twohy, David"
Ben X,Ben X,"Balthazar, Nic"
Bend it Like Beckham,Bend It Like Beckham,"Chadha, Gurinder"
Benda Bilili!,Benda Bilili!,"Barret, Renaud_>, <Person id:3085823[http] name:_La Tullaye, Florent de"
Bending the Arc,Bending the Arc,"Davidson, Kief_>, <Person id:1310430[http] name:_Kos, Pedro"
Beneath the Darkness,Humanoids from the Deep,"Peeters, Barbara_>, <Person id:0613471[http] name:_Murakami, Jimmy T."
Beneath the Harvest Sky,Beneath the Harvest Sky,"Gaudet, Aron_>, <Person id:2700559[http] name:_Pullapilly, Gita"
Ben-Hur,Ben-Hur,"Bekmambetov, Timur"
Benjamin Smoke,Benjamin Smoke,"Cohen, Jem_>, <Person id:0798079[http] name:_Sillen, Peter"
Benji the Hunted,Benji the Hunted,"Camp, Joe"
Benji: Off the Leash!,Benji: Off the Leash!,"Camp, Joe"
Benny & Joon,Benny & Joon,"Chechik, Jeremiah S."
Bent,Bent,"Mathias, Sean"
Beowulf,Beowulf,"Zemeckis, Robert"
Beowulf & Grendel,Beowulf & Grendel,"Gunnarsson, Sturla"
Berberian Sound Studio,Berberian Sound Studio,"Strickland, Peter"
Bernie,Bernie,"Linklater, Richard"
Bert Stern: Original Mad Man,Bert Stern: Original Madman,"Stern, Shannah Laumeister"
Besieged,L'assedio,"Bertolucci, Bernardo"
